Model,MAE,MSE,RMSE,R2_Score,Accuracy_Percentage
AIS Random Forest,0.6665311594202997,1.274306897270528,1.128852026295089,0.9748220391765765,97.48220391765766
AIS Deep Learning,0.6067892758742623,3.907446270013254,1.9767261494737338,0.9227960475480812,92.27960475480812
