Model,MAE,MSE,RMSE,R2_Score,Accuracy_Percentage
CSA Random Forest,0.6670775362318937,1.2744177842753588,1.1289011401692173,0.9748198482532836,97.48198482532835
CSA Deep Learning,0.897814581083215,4.028312386286553,2.007065615839839,0.9204079553648508,92.04079553648508
